"contrast","estimate","SE","df","t.ratio","p.value","Protein"
"draw 2 - draw 5",640.163967611337,302.995520737373,82,2.11278360172925,0.224616074248756,"IL.18"
"draw 3 - draw 4",113.8325,302.54147631009,82,0.376254196245567,0.995658135159115,"IL.18"
"draw 3 - draw 5",146.281730769231,314.323627010208,82,0.46538573049897,0.990198024107408,"IL.18"
"draw 4 - draw 5",32.4492307692311,318.985840634806,82,0.10172624184401,0.999975272277031,"IL.18"
"draw 1 - draw 2",-23371.6774122807,4701.28867249979,82,-4.97133425330664,3.48012984568991e-05,"SMOC1"
"draw 1 - draw 3",1549.07916666667,4941.16658655862,82,0.313504744179362,0.997862883325669,"SMOC1"
"draw 1 - draw 4",-432.412499999996,5039.02096895501,82,-0.0858128002768898,0.99998746009431,"SMOC1"
"draw 1 - draw 5",-2833.49967948717,5272.16116170316,82,-0.537445573566612,0.983158291881844,"SMOC1"
"draw 2 - draw 3",24920.7565789474,5194.72238232222,82,4.79732211749243,6.8534807892151e-05,"SMOC1"
"draw 2 - draw 4",22939.2649122807,5287.88669686146,82,4.33807799359543,0.000383741738801513,"SMOC1"
"draw 2 - draw 5",20538.1777327935,5510.50784485852,82,3.72709345690458,0.00318874103312483,"SMOC1"
"draw 3 - draw 4",-1981.49166666667,5502.25024628951,82,-0.360123872592473,0.996335180623707,"SMOC1"
"draw 3 - draw 5",-4382.57884615384,5716.52943333591,82,-0.766650272208318,0.939413320682162,"SMOC1"
"draw 4 - draw 5",-2401.08717948717,5801.32000941517,82,-0.413886352690485,0.99373323167109,"SMOC1"
"draw 1 - draw 2",-1161.74057017544,365.549688574529,82,-3.17806472413006,0.0173691127291519,"Epo"
"draw 1 - draw 3",280.360416666667,384.201446185807,82,0.729722439751254,0.948975169672568,"Epo"
"draw 1 - draw 4",467.840833333334,391.8101342504,82,1.19404985332601,0.754760202667052,"Epo"
"draw 1 - draw 5",499.66185897436,409.937998925422,82,1.21887178130384,0.740463389177544,"Epo"
"draw 2 - draw 3",1442.10098684211,403.916730363064,82,3.57029278174702,0.00528919331949984,"Epo"
"draw 2 - draw 4",1629.58140350877,411.160741215937,82,3.9633681919377,0.00144334707151073,"Epo"
"draw 2 - draw 5",1661.4024291498,428.470695356056,82,3.87751705579115,0.00193289076562009,"Epo"
"draw 3 - draw 4",187.480416666667,427.828624044218,82,0.438213822381575,0.992202973254243,"Epo"
"draw 3 - draw 5",219.301442307692,444.489947257789,82,0.493377732523847,0.987776589875322,"Epo"
"draw 4 - draw 5",31.8210256410253,451.082856317199,82,0.0705436378159513,0.999994266437331,"Epo"
"draw 1 - draw 2",66.2978070175439,22.8690623119604,82,2.89901728864811,0.0375988417206122,"GDNF"
"draw 1 - draw 3",91.4083333333334,24.0359302381874,82,3.80298712916496,0.00248147880378669,"GDNF"
"draw 1 - draw 4",73.2416666666668,24.5119354623745,82,2.98800014299531,0.0296011472642972,"GDNF"
"draw 1 - draw 5",39.9544871794874,25.6460282541164,82,1.55792104662734,0.52840367867811,"GDNF"
"draw 2 - draw 3",25.1105263157895,25.2693331829577,82,0.993715431031821,0.857453837686011,"GDNF"
"draw 2 - draw 4",6.94385964912287,25.7225239276384,82,0.26995250033228,0.998810509679715,"GDNF"
"draw 2 - draw 5",-26.3433198380565,26.8054476237061,82,-0.982759930289659,0.862308641865389,"GDNF"
"draw 3 - draw 4",-18.1666666666666,26.7652791615297,82,-0.678740040670975,0.960503816620098,"GDNF"
"draw 3 - draw 5",-51.453846153846,27.8076240210115,82,-1.85035032532687,0.352363208739508,"GDNF"
"draw 4 - draw 5",-33.2871794871794,28.2200813498214,82,-1.17955646812443,0.762971864972602,"GDNF"
"draw 1 - draw 2",-417.65350877193,1093.32519668607,82,-0.382003003349653,0.995396338380125,"S100A12"
"draw 1 - draw 3",387.970833333336,1149.11087287804,82,0.337626979685288,0.997147053849359,"S100A12"
"draw 1 - draw 4",3612.37666666667,1171.86775281735,82,3.08258048570922,0.0227880396185196,"S100A12"
"draw 1 - draw 5",3769.62948717949,1226.08651385256,82,3.07452161376012,0.0233084082576915,"S100A12"
"draw 2 - draw 3",805.624342105265,1208.07745833698,82,0.666864807836306,0.962918921900236,"S100A12"
"draw 2 - draw 4",4030.0301754386,1229.74362257692,82,3.27713037209634,0.0130045341446061,"S100A12"
"draw 2 - draw 5",4187.28299595142,1281.51608910171,82,3.26744473328192,0.0133822518876114,"S100A12"
"draw 3 - draw 4",3224.40583333333,1279.59571339017,82,2.51986295326872,0.0961310869217553,"S100A12"
"draw 3 - draw 5",3381.65865384615,1329.42818500452,82,2.54369411750861,0.0909884202997189,"S100A12"
"draw 4 - draw 5",157.25282051282,1349.14696420037,82,0.116557220736899,0.999957447853092,"S100A12"
"draw 1 - draw 2",1476.77434210526,473.584217982309,82,3.11829297943461,0.0206051285013004,"HSP70.protein.8"
"draw 1 - draw 3",2156.8625,497.748314734184,82,4.3332391816371,0.000390554349386396,"HSP70.protein.8"
"draw 1 - draw 4",2225.09083333334,507.605673937506,82,4.38350268245284,0.000325115515320107,"HSP70.protein.8"
"draw 1 - draw 5",2243.86057692308,531.091046471366,82,4.2250017051343,0.000577064306526043,"HSP70.protein.8"
"draw 2 - draw 3",680.088157894738,523.290252619002,82,1.29963849792917,0.692173269609076,"HSP70.protein.8"
"draw 2 - draw 4",748.316491228072,532.675157932945,82,1.40482708848659,0.626352839246406,"HSP70.protein.8"
"draw 2 - draw 5",767.086234817816,555.100894709592,82,1.38188614381378,0.640903745762027,"HSP70.protein.8"
"draw 3 - draw 4",68.2283333333341,554.269065687138,82,0.123096051281069,0.999947105736651,"HSP70.protein.8"
"draw 3 - draw 5",86.9980769230783,575.854475198548,82,0.151076497049159,0.999880438357108,"HSP70.protein.8"
"draw 4 - draw 5",18.7697435897444,584.395852140502,82,0.0321182012517635,0.999999753148205,"HSP70.protein.8"
"draw 1 - draw 2",322.16951754386,118.253721410131,82,2.72439221110432,0.0589069497445932,"SIAT1"
"draw 1 - draw 3",441.989583333334,124.287483214098,82,3.55618741246823,0.00553098734919133,"SIAT1"
"draw 1 - draw 4",434.8825,126.748860440805,82,3.43105648829957,0.00817240045968459,"SIAT1"
"draw 1 - draw 5",445.103525641026,132.613145177033,82,3.35640576993202,0.0102601362607286,"SIAT1"
"draw 2 - draw 3",119.820065789474,130.665291198863,82,0.916999952245284,0.889580330162188,"SIAT1"
"draw 2 - draw 4",112.71298245614,133.008696946596,82,0.847410620836285,0.91483642684795,"SIAT1"
"draw 2 - draw 5",122.934008097166,138.608391211116,82,0.886916059143376,0.900960235376158,"SIAT1"
"draw 3 - draw 4",-7.10708333333323,138.400683957058,82,-0.0513515044155298,0.999998388230497,"SIAT1"
"draw 3 - draw 5",3.11394230769253,143.790548960924,82,0.0216560986114517,0.999999948964559,"SIAT1"
"draw 4 - draw 5",10.2210256410258,145.92332613339,82,0.0700438093885188,0.999994427024722,"SIAT1"
"draw 1 - draw 2",385.871491228068,1189.04109790264,82,0.324523258202521,0.997554574519351,"PCOC2"
"draw 1 - draw 3",-1783.38541666667,1249.71056922516,82,-1.42703875647975,0.612196623898965,"PCOC2"
"draw 1 - draw 4",-3384.71166666667,1274.45971576445,82,-2.65580121897886,0.0697321722465931,"PCOC2"
"draw 1 - draw 5",-6458.0685897436,1333.42509527242,82,-4.84321812499276,5.73885142937103e-05,"PCOC2"
"draw 2 - draw 3",-2169.25690789474,1313.83942468939,82,-1.65108221532292,0.469715875678236,"PCOC2"
"draw 2 - draw 4",-3770.58315789474,1337.40236807831,82,-2.81933339426686,0.0463054935512988,"PCOC2"
"draw 2 - draw 5",-6843.94008097167,1393.70729055183,82,-4.9106007605527,4.41512787404674e-05,"PCOC2"
"draw 3 - draw 4",-1601.32625,1391.61879423677,82,-1.15069317591262,0.779005033437573,"PCOC2"
"draw 3 - draw 5",-4674.68317307693,1445.81388362019,82,-3.23325375834125,0.0147969233337828,"PCOC2"
"draw 4 - draw 5",-3073.35692307693,1467.25895681104,82,-2.09462474828343,0.232313423459953,"PCOC2"
"draw 1 - draw 2",896.597587719299,230.478133579415,82,3.89016334779698,0.0018520249311339,"Prostasin.1"
"draw 1 - draw 3",385.522916666667,242.238018532365,82,1.59150458298171,0.507073906726154,"Prostasin.1"
"draw 1 - draw 4",-41.5841666666669,247.035276686116,82,-0.168332908661883,0.999816214403751,"Prostasin.1"
"draw 1 - draw 5",-135.947756410255,258.464848497193,82,-0.525981607172905,0.984459811973672,"Prostasin.1"
"draw 2 - draw 3",-511.074671052632,254.668454235596,82,-2.00682362716126,0.271986174838601,"Prostasin.1"
"draw 2 - draw 4",-938.181754385965,259.235784350169,82,-3.61902874149,0.00452746469400522,"Prostasin.1"
"draw 2 - draw 5",-1032.54534412955,270.149665683559,82,-3.82212334602343,0.00232807202409713,"Prostasin.1"
"draw 3 - draw 4",-427.107083333333,269.744841381412,82,-1.58337442579454,0.512222937304677,"Prostasin.1"
"draw 3 - draw 5",-521.470673076922,280.249762592538,82,-1.86073546772313,0.34666896307219,"Prostasin.1"
"draw 4 - draw 5",-94.363589743588,284.406574709646,82,-0.331791168470437,0.997334207694025,"Prostasin.1"
"draw 1 - draw 2",45.836184210526,185.198273524997,82,0.24749790231894,0.999154813744811,"kallikrein.10"
"draw 1 - draw 3",-95.9437500000004,194.647805054583,82,-0.492909488360764,0.987820233933809,"kallikrein.10"
"draw 1 - draw 4",-332.264166666667,198.502591250265,82,-1.6738530443049,0.455649331226861,"kallikrein.10"
"draw 1 - draw 5",-738.206730769232,207.686703138311,82,-3.5544246194597,0.00556191788301796,"kallikrein.10"
"draw 2 - draw 3",-141.779934210526,204.636150567667,82,-0.692839138232537,0.957505554855225,"kallikrein.10"
"draw 2 - draw 4",-378.100350877193,208.306180512379,82,-1.81511825499928,0.372030838437697,"kallikrein.10"
"draw 2 - draw 5",-784.042914979758,217.075914755753,82,-3.61183743420793,0.00463302549538791,"kallikrein.10"
"draw 3 - draw 4",-236.320416666667,216.750622457199,82,-1.09028714191274,0.811049497513522,"kallikrein.10"
"draw 3 - draw 5",-642.262980769232,225.191741107382,82,-2.8520716506338,0.0425367369038031,"kallikrein.10"
"draw 4 - draw 5",-405.942564102565,228.531903644714,82,-1.77630587952245,0.394290784933653,"kallikrein.10"
"draw 1 - draw 2",-107.020175438597,394.796866517934,82,-0.27107655737621,0.99879093144795,"CPXM1"
"draw 1 - draw 3",-1158.10833333333,414.940928160277,82,-2.79101976868861,0.0497944036757411,"CPXM1"
"draw 1 - draw 4",-1155.59,423.158377935511,82,-2.73086877220262,0.0579628598439762,"CPXM1"
"draw 1 - draw 5",-1122.55256410257,442.736630616475,82,-2.53548608015447,0.0927337239411026,"CPXM1"
"draw 2 - draw 3",-1051.08815789474,436.233607812238,82,-2.40946167161688,0.123100682761596,"CPXM1"
"draw 2 - draw 4",-1048.5698245614,444.057203003602,82,-2.36133952443262,0.136578899291958,"CPXM1"
"draw 2 - draw 5",-1015.53238866397,462.752105140537,82,-2.19454947342823,0.192122014658596,"CPXM1"
"draw 3 - draw 4",2.5183333333332,462.058662498081,82,0.00545024590539662,0.999999999795217,"CPXM1"
"draw 3 - draw 5",35.5557692307694,480.053037551198,82,0.0740663352785834,0.999993034242445,"CPXM1"
"draw 4 - draw 5",33.0374358974362,487.173437100826,82,0.0678145263708184,0.999995102614238,"CPXM1"
"draw 1 - draw 2",328.35701754386,135.893829001955,82,2.41627614701428,0.12127935692768,"OIT3"
"draw 1 - draw 3",486.920833333334,142.827657257415,82,3.40914947905199,0.00874036104108433,"OIT3"
"draw 1 - draw 4",589.130000000001,145.656202287261,82,4.04466126913105,0.00109017096569919,"OIT3"
"draw 1 - draw 5",553.191025641026,152.395272294198,82,3.62997498093703,0.00437108845153278,"OIT3"
"draw 2 - draw 3",158.563815789474,150.15685364425,82,1.05598786829365,0.828248583181737,"OIT3"
"draw 2 - draw 4",260.772982456141,152.849829190112,82,1.7060731035021,0.435988608838576,"OIT3"
"draw 2 - draw 5",224.834008097167,159.28483931725,82,1.41152170577491,0.622092302870237,"OIT3"
"draw 3 - draw 4",102.209166666667,159.046148020868,82,0.642638428773871,0.967539585692423,"OIT3"
"draw 3 - draw 5",66.2701923076927,165.240028301714,82,0.40105410891536,0.994447087538386,"OIT3"
"draw 4 - draw 5",-35.9389743589742,167.690955451559,82,-0.214316712921084,0.999521224490245,"OIT3"
"draw 1 - draw 2",-109.164692982456,126.124250218679,82,-0.865532939091269,0.908622179037926,"XXLT1"
"draw 1 - draw 3",-137.704166666667,132.559596814532,82,-1.03880948626702,0.836572115669452,"XXLT1"
"draw 1 - draw 4",-424.654166666667,135.184794174258,82,-3.14128648314745,0.0193010146558124,"XXLT1"
"draw 1 - draw 5",-537.415705128206,141.439383937742,82,-3.79961853739948,0.00250945080743548,"XXLT1"
"draw 2 - draw 3",-28.5394736842106,139.361888028077,82,-0.204786789903856,0.999600091048931,"XXLT1"
"draw 2 - draw 4",-315.489473684211,141.861262165031,82,-2.22392969630563,0.181306489856453,"XXLT1"
"draw 2 - draw 5",-428.251012145749,147.833651297013,82,-2.89684390792289,0.0378158657774096,"XXLT1"
"draw 3 - draw 4",-286.95,147.612119819013,82,-1.94394606860079,0.302847912299418,"XXLT1"
"draw 3 - draw 5",-399.711538461539,153.360714233516,82,-2.60634896270055,0.0785335939273833,"XXLT1"
"draw 4 - draw 5",-112.761538461539,155.635441138962,82,-0.724523525209513,0.950238616615481,"XXLT1"
"draw 1 - draw 2",-773.009649122807,147.727930965429,82,-5.23265738625763,1.22941279819822e-05,"FA20A"
"draw 1 - draw 3",-128.852083333334,155.26558083056,82,-0.829881823415509,0.920602827239057,"FA20A"
"draw 1 - draw 4",-258.57,158.340445288869,82,-1.63300033373202,0.480976021920304,"FA20A"
"draw 1 - draw 5",-286.10641025641,165.66637668743,82,-1.72700348723277,0.423385998982188,"FA20A"
"draw 2 - draw 3",644.157565789473,163.233028843604,82,3.94624525656908,0.00153046604327667,"FA20A"
"draw 2 - draw 4",514.439649122807,166.160517961045,82,3.09604023528269,0.0219420941144884,"FA20A"
"draw 2 - draw 5",486.903238866397,173.155910899821,82,2.81193541898834,0.0471960816131505,"FA20A"
"draw 3 - draw 4",-129.717916666666,172.8964335445,82,-0.750263692589585,0.943784232420521,"FA20A"
"draw 3 - draw 5",-157.254326923076,179.629698220733,82,-0.875436124876402,0.90511796643618,"FA20A"
"draw 4 - draw 5",-27.5364102564102,182.294060535438,82,-0.15105489545589,0.999880506343365,"FA20A"
"draw 1 - draw 2",127.495833333333,50.5405444999697,82,2.52264463303141,0.0955188998296266,"Endothelin.1"
"draw 1 - draw 3",168.952083333333,53.1193183712631,82,3.18061467115388,0.0172418794393898,"Endothelin.1"
"draw 1 - draw 4",167.809166666667,54.1712881847637,82,3.09775108345799,0.0218366091359281,"Endothelin.1"
"draw 1 - draw 5",170.626602564103,56.6776291280978,82,3.0104753002012,0.0278361047878817,"Endothelin.1"
"draw 2 - draw 3",41.45625,55.8451343914484,82,0.74234309670402,0.945823609003483,"Endothelin.1"
"draw 2 - draw 4",40.3133333333334,56.8466842882507,82,0.709158921722116,0.953854904141044,"Endothelin.1"
"draw 2 - draw 5",43.1307692307694,59.2399417163246,82,0.728069069299641,0.949379167813126,"Endothelin.1"
"draw 3 - draw 4",-1.14291666666664,59.1511695610682,82,-0.0193219622730652,0.999999967657302,"Endothelin.1"
"draw 3 - draw 5",1.67451923076936,61.454747907934,82,0.0272480042270773,0.999999872111448,"Endothelin.1"
"draw 4 - draw 5",2.81743589743602,62.366277103871,82,0.0451756306175464,0.999999034318682,"Endothelin.1"
"draw 1 - draw 2",108.894078947368,43.7056451733818,82,2.49153349676871,0.102548733256893,"GALT3"
"draw 1 - draw 3",145.51875,45.9356760706786,82,3.16788088143295,0.0178857580476993,"GALT3"
"draw 1 - draw 4",121.6425,46.8453817308935,82,2.59668072935735,0.0803579275117541,"GALT3"
"draw 1 - draw 5",148.239423076923,49.0127752371694,82,3.02450580199964,0.0267822212945937,"GALT3"
"draw 2 - draw 3",36.6246710526316,48.2928637299096,82,0.758386813784012,0.941643145125646,"GALT3"
"draw 2 - draw 4",12.7484210526316,49.1589680595355,82,0.259330526165485,0.998984187538366,"GALT3"
"draw 2 - draw 5",39.3453441295548,51.2285710089066,82,0.768035167772185,0.939034495391126,"GALT3"
"draw 3 - draw 4",-23.87625,51.1518040417657,82,-0.46677239341363,0.990086828490905,"GALT3"
"draw 3 - draw 5",2.72067307692323,53.1438557470508,82,0.0511944991321826,0.999998407839434,"GALT3"
"draw 4 - draw 5",26.5969230769232,53.9321134121978,82,0.493155587537347,0.987797309216439,"GALT3"
"draw 1 - draw 2",-56.1993421052634,131.645877445644,82,-0.426897850473651,0.992944519886637,"KALM"
"draw 1 - draw 3",-452.356250000001,138.362958798429,82,-3.26934501783101,0.0133073657828491,"KALM"
"draw 1 - draw 4",-655.355833333334,141.103085374325,82,-4.64451809536819,0.000122926003380708,"KALM"
"draw 1 - draw 5",-359.69326923077,147.631496493112,82,-2.43642635734951,0.116017640908905,"KALM"
"draw 2 - draw 3",-396.156907894737,145.463049335303,82,-2.72341951928676,0.0590498628467961,"KALM"
"draw 2 - draw 4",-599.156491228071,148.07184423996,82,-4.04639041475771,0.00108363716201809,"KALM"
"draw 2 - draw 5",-303.493927125506,154.305700190449,82,-1.96683548793676,0.291381900578702,"KALM"
"draw 3 - draw 4",-202.999583333334,154.074470226722,82,-1.31754198495453,0.681161170147371,"KALM"
"draw 3 - draw 5",92.662980769231,160.074733891039,82,0.578873245744739,0.977826935605505,"KALM"
"draw 4 - draw 5",295.662564102564,162.449046673057,82,1.82003262042904,0.369255829789215,"KALM"
"draw 1 - draw 2",-21.9517543859658,817.334193138409,82,-0.0268577462808391,0.999999879280999,"Periostin"
"draw 1 - draw 3",-1958.13958333334,859.037741887895,82,-2.27945698757072,0.16208684455245,"Periostin"
"draw 1 - draw 4",-3483.22333333334,876.050041759812,82,-3.97605521065467,0.00138185474391883,"Periostin"
"draw 1 - draw 5",-2632.66025641026,916.582215936349,82,-2.8722576225427,0.0403482712199693,"Periostin"
"draw 2 - draw 3",-1936.18782894737,903.119234470613,82,-2.14388948329986,0.211837257045097,"Periostin"
"draw 2 - draw 4",-3461.27157894737,919.316150924316,82,-3.7650503316702,0.00281418421415591,"Periostin"
"draw 2 - draw 5",-2610.7085020243,958.019555256425,82,-2.72510982442891,0.0588017027992981,"Periostin"
"draw 3 - draw 4",-1525.08375,956.583945121879,82,-1.59430205553543,0.505304628901023,"Periostin"
"draw 3 - draw 5",-674.520673076925,993.837072647402,82,-0.678703473276685,0.960511407339652,"Periostin"
"draw 4 - draw 5",850.563076923077,1008.57818767207,82,0.843328843831423,0.916200663806188,"Periostin"
"draw 1 - draw 2",-943.024342105263,263.394292275303,82,-3.58027629968383,0.00512404467950134,"PLOD2"
"draw 1 - draw 3",-789.50625,276.833686834413,82,-2.85191538294341,0.0425540735690088,"PLOD2"
"draw 1 - draw 4",-668.554166666667,282.316074237702,82,-2.36810521140842,0.134617800206393,"PLOD2"
"draw 1 - draw 5",-320.64903846154,295.377981375851,82,-1.08555497931152,0.813467147670465,"PLOD2"
"draw 2 - draw 3",153.518092105263,291.03939808293,82,0.527482166045157,0.984293570025881,"PLOD2"
"draw 2 - draw 4",274.470175438596,296.259019851089,82,0.926453397356663,0.885860613839755,"PLOD2"
"draw 2 - draw 5",622.375303643724,308.731587227179,82,2.01591067902538,0.267693094388479,"PLOD2"
"draw 3 - draw 4",120.952083333333,308.268947197499,82,0.392358959385692,0.994896255219502,"PLOD2"
"draw 3 - draw 5",468.857211538461,320.274148059033,82,1.46392462326382,0.588590836670727,"PLOD2"
"draw 4 - draw 5",347.905128205128,325.02462294662,82,1.0703962212188,0.821116113259685,"PLOD2"
"draw 1 - draw 2",-304.207456140351,143.54747983855,82,-2.11921140296227,0.221933330963054,"BAMBI.CD"
"draw 1 - draw 3",-655.697916666667,150.87182693374,82,-4.34605936703237,0.000372753417753224,"BAMBI.CD"
"draw 1 - draw 4",-432.298333333334,153.859677917307,82,-2.80969217656673,0.0474690358202184,"BAMBI.CD"
"draw 1 - draw 5",-478.768589743591,160.978297821214,82,-2.97411884846317,0.0307401676103775,"BAMBI.CD"
"draw 2 - draw 3",-351.490460526316,158.613809614623,82,-2.21601423848477,0.184175974751197,"BAMBI.CD"
"draw 2 - draw 4",-128.090877192983,161.458455730745,82,-0.793336444432448,0.931853266477953,"BAMBI.CD"
"draw 2 - draw 5",-174.56113360324,168.255890855431,82,-1.03747412774526,0.837210794569506,"BAMBI.CD"
"draw 3 - draw 4",223.399583333333,168.003756271347,82,1.32972969349873,0.673612164943476,"BAMBI.CD"
"draw 3 - draw 5",176.929326923076,174.546480920929,82,1.01365164161188,0.84839813892336,"BAMBI.CD"
"draw 4 - draw 5",-46.470256410257,177.135446278754,82,-0.262343067898041,0.998936970444234,"BAMBI.CD"
"draw 1 - draw 2",6.06074561403506,10.9017925772048,82,0.555940279647941,0.980902472003185,"FSTL5"
"draw 1 - draw 3",-17.6395833333334,11.4580441595037,82,-1.53949339763214,0.540165029825352,"FSTL5"
"draw 1 - draw 4",-30.5241666666667,11.6849581513834,82,-2.6122615306973,0.077434957328408,"FSTL5"
"draw 1 - draw 5",-56.9400641025641,12.2255856686038,82,-4.65745082861678,0.000117043375744141,"FSTL5"
"draw 2 - draw 3",-23.7003289473684,12.0460133068424,82,-1.967483211554,0.291061253621999,"FSTL5"
"draw 2 - draw 4",-36.5849122807018,12.2620515260322,82,-2.98358820324905,0.0299590475839557,"FSTL5"
"draw 2 - draw 5",-63.0008097165991,12.7782864879395,82,-4.93030186606482,4.08781200653685e-05,"FSTL5"
"draw 3 - draw 4",-12.8845833333333,12.7591379878034,82,-1.00983180412735,0.850155122555776,"FSTL5"
"draw 3 - draw 5",-39.3004807692307,13.2560288221095,82,-2.9647250542849,0.0315327907802202,"FSTL5"
"draw 4 - draw 5",-26.4158974358974,13.4526492250056,82,-1.96362047311811,0.292976576531276,"FSTL5"
"draw 1 - draw 2",-736.910307017544,134.061257244123,82,-5.49681781422982,4.18735796925418e-06,"ITIH3"
"draw 1 - draw 3",-209.789583333333,140.901580607361,82,-1.48890865829204,0.572568975301884,"ITIH3"
"draw 1 - draw 4",-117.560833333333,143.6919818026,82,-0.818144699923723,0.924329663631051,"ITIH3"
"draw 1 - draw 5",-75.9054487179486,150.340173294601,82,-0.504891321158763,0.986668556036684,"ITIH3"
"draw 2 - draw 3",527.120723684211,148.131940436239,82,3.55845418707048,0.00549144899204168,"ITIH3"
"draw 2 - draw 4",619.349473684211,150.788600345357,82,4.10740249770667,0.000875558427062995,"ITIH3"
"draw 2 - draw 5",661.004858299596,157.136832302308,82,4.20655583172201,0.000616374138327158,"ITIH3"
"draw 3 - draw 4",92.2287500000001,156.901359834417,82,0.587813579801551,0.976541488853767,"ITIH3"
"draw 3 - draw 5",133.884134615385,163.011713658195,82,0.821316036810185,0.923333296373052,"ITIH3"
"draw 4 - draw 5",41.6553846153848,165.429589271349,82,0.251801293824521,0.999095426193954,"ITIH3"
"draw 1 - draw 2",-139.642982456141,43.9274501467693,82,-3.17894578423216,0.0173250552884739,"CD3.zeta.1"
"draw 1 - draw 3",-87.5479166666667,46.1687983908727,82,-1.89625720655477,0.327562126086808,"CD3.zeta.1"
"draw 1 - draw 4",-86.03,47.0831207828382,82,-1.82719408929575,0.365230060825639,"CD3.zeta.1"
"draw 1 - draw 5",-205.270512820513,49.2615137528463,82,-4.16695503614427,0.000709599859309074,"CD3.zeta.1"
"draw 2 - draw 3",52.0950657894738,48.5379487140558,82,1.07328527821341,0.819669678150563,"CD3.zeta.1"
"draw 2 - draw 4",53.6129824561405,49.4084484998527,82,1.08509746984466,0.813700142049922,"CD3.zeta.1"
"draw 2 - draw 5",-65.6275303643725,51.4885546285107,82,-1.27460424628103,0.707400663429871,"CD3.zeta.1"
"draw 3 - draw 4",1.51791666666669,51.411398071077,82,0.029524905441555,0.999999823713333,"CD3.zeta.1"
"draw 3 - draw 5",-117.722596153846,53.4135593851718,82,-2.20398336132094,0.188599976515987,"CD3.zeta.1"
"draw 4 - draw 5",-119.240512820513,54.2058174367619,82,-2.19977335384016,0.190165970258807,"CD3.zeta.1"
"draw 1 - draw 2",-1200.56710526316,314.373979289997,82,-3.81891372808462,0.00235316189036094,"CREL1"
"draw 1 - draw 3",202.375000000001,330.414554468368,82,0.612488152423004,0.972732859929702,"CREL1"
"draw 1 - draw 4",228.908333333334,336.958052161855,82,0.67933777473102,0.960379602576788,"CREL1"
"draw 1 - draw 5",-3.54807692307678,352.548077627724,82,-0.0100640938023307,0.999999997619177,"CREL1"
"draw 2 - draw 3",1402.94210526316,347.369766121828,82,4.03875708852315,0.00111276441844166,"CREL1"
"draw 2 - draw 4",1429.47543859649,353.599640169097,82,4.04263827280168,0.00109786271771173,"CREL1"
"draw 2 - draw 5",1197.01902834008,368.48625978455,82,3.24847669771993,0.0141510660942642,"CREL1"
"draw 3 - draw 4",26.533333333333,367.934076265868,82,0.0721143678851862,0.999993739157859,"CREL1"
"draw 3 - draw 5",-205.923076923078,382.262871071609,82,-0.53869494661045,0.983012033879535,"CREL1"
"draw 4 - draw 5",-232.456410256411,387.932795355189,82,-0.599218248726754,0.974829321404339,"CREL1"
"draw 1 - draw 2",-129.094956140351,81.6702222836024,82,-1.58068574482465,0.513927964395354,"GOS.28"
"draw 1 - draw 3",-309.104166666667,85.837352601872,82,-3.60104496815441,0.00479576603236664,"GOS.28"
"draw 1 - draw 4",-234.605833333334,87.537267182418,82,-2.68006805426586,0.0657251641941183,"GOS.28"
"draw 1 - draw 5",-114.102243589744,91.5873506151502,82,-1.24582972237292,0.724626483142576,"GOS.28"
"draw 2 - draw 3",-180.009210526316,90.2420934386644,82,-1.99473664303526,0.277762588417372,"GOS.28"
"draw 2 - draw 4",-105.510877192983,91.8605327235836,82,-1.14859857726358,0.780151254767753,"GOS.28"
"draw 2 - draw 5",14.9927125506073,95.7278805740365,82,0.156618035004043,0.999862022054947,"GOS.28"
"draw 3 - draw 4",74.4983333333332,95.5844305632756,82,0.779398202137286,0.935870512173171,"GOS.28"
"draw 3 - draw 5",195.001923076923,99.3068628698041,82,1.96362987855713,0.292971903768691,"GOS.28"
"draw 4 - draw 5",120.50358974359,100.779834575723,82,1.19571132708149,0.753812273811469,"GOS.28"
"draw 1 - draw 2",7581.09605263158,2039.56698270839,82,3.71701254085044,0.00329581805707924,"RBP"
"draw 1 - draw 3",-2578.00625,2143.63357114343,82,-1.20263382916926,0.749848540872859,"RBP"
"draw 1 - draw 4",-110.524999999997,2186.08588185059,82,-0.0505583979648752,0.999998485460374,"RBP"
"draw 1 - draw 5",233.944230769231,2287.2294347349,82,0.102282799974698,0.999974728067863,"RBP"
"draw 2 - draw 3",-10159.1023026316,2253.63405512537,82,-4.50787574829508,0.000205385274870018,"RBP"
"draw 2 - draw 4",-7691.62105263158,2294.05166679266,82,-3.35285432493564,0.01037071965487,"RBP"
"draw 2 - draw 5",-7347.15182186235,2390.63172701389,82,-3.07330976111473,0.0233875715781839,"RBP"
"draw 3 - draw 4",2467.48125,2387.04932087569,82,1.03369512662386,0.839011626478734,"RBP"
"draw 3 - draw 5",2811.95048076923,2480.01037590256,82,1.13384625648829,0.788155168956224,"RBP"
"draw 4 - draw 5",344.469230769228,2516.79519629184,82,0.136868200987016,0.999919298339363,"RBP"
"draw 1 - draw 2",-4692.85877192983,2004.13883740874,82,-2.3415836689226,0.142431444925368,"PGRC1"
"draw 1 - draw 3",-8341.84791666667,2106.39774497467,82,-3.96024347090582,0.00145888592792298,"PGRC1"
"draw 1 - draw 4",-5527.97,2148.11264100273,82,-2.57340788117124,0.0848935062910195,"PGRC1"
